taxa,PC1,PC2,PC3
CML154Q,8.49900977637441,7.78028333878226,-1.27290406966324
CML157Q,9.87733361847689,7.3452793710875,-2.37603740718461
CML158Q,9.80329240406058,8.29459639630644,-0.220506220701235
CML218,9.99801346481087,7.2151731654539,-0.884101145123722
CML220,7.60480136890388,7.75872299622842,-1.59125261890973
CML228,10.9342502633488,7.93021337879338,0.999833061633002
CML238,8.96373224185277,9.81671253779686,0.385941279127959
CML247,10.0137272971761,6.04561582180756,1.13346990233872
CML254,11.5516713362376,9.2799729965197,-1.76188941607427
CML258,11.0800583274456,8.84067300145335,0.541205458469708
CML261,9.89785069397663,8.49987036563624,-0.633644742618812
CML264,9.40914073177587,8.63686709277374,-3.33333970643014
CML277,9.66326423723722,8.75049760770658,-1.95396982714816
CML281,4.82560838740732,5.70180976994373,-2.7777068159573
CML287,6.87699390567725,8.20330628498694,-2.92083044949464
CML311,9.17379318570477,7.66065874884587,-2.21163326760602
CML314,9.91465880049827,9.31797319494915,-4.03895957125069
CML321,10.1919236251751,9.03754810861277,0.914905146265415
CML322,9.3564222927448,8.88834586848808,-3.5805037256764
CML323,5.31858020559607,3.78976445031254,1.19898824128003
CML328,8.31293108383576,3.34796152068492,-1.04044730710595
CML331,9.53957398957283,10.7280526797206,-3.89768823104684
CML332,9.83869649966393,10.0484929996093,-2.32805561223764
CML333,7.0999888068286,6.09688005027442,-1.71436428485101
CML341,10.9208030170973,8.78549692134286,0.438951253130663
CML38,9.7409533668526,7.28935984469845,-3.19718019893713
CML45,10.2431935513664,7.83836178952771,-1.12890407910546
CML5,10.3102614174724,8.04024712569839,-2.90796202905026
CML52,9.55724473224879,8.50774965125842,0.988580057663315
CML61,10.1937471148405,7.56783667145718,-1.51271132301988
CML69,10.0009294537507,9.40411064331353,-0.925191024375386
CML77,5.07078089252408,6.26201056215861,-2.93998950719811
CML91,5.95037869138231,5.24894030288016,-0.936445948821251
CML92,5.1865464302372,5.60026991633955,-4.23914805769393
CMV3,-0.450096319671862,-5.24754557588535,-2.46350561801672
CO106,0.45098197666756,-5.15645977852204,-0.745947326703367
CO125,0.91059589239151,-5.92464105718172,0.45767543191099
CO255,2.39893958086994,-4.82745852311975,2.93580873052588
D940Y,7.04484915132592,-2.7658583977661,1.1030849840087
DE1,-0.500482651999041,-5.86222392326702,0.58366557715314
DE2,-0.878095364508999,-6.31766152638108,0.300873585963775
DE3,-4.35074995310339,-3.77754937757559,0.850304423302942
DE811,-10.8626922875152,-1.64029354405294,-13.6432897417958
E2558W,2.79053063633228,-1.51999164498307,-0.0724711240944809
EP1,5.40854434323717,-3.0006121341578,0.839878327619039
F2834T,3.59339633388936,5.76591960614558,-0.267898040946888
F44,3.17389412881651,1.12195453559371,0.497594166819549
F6,0.661098857113049,-4.28212291851144,2.5990299177452
F7,4.16829125759065,-7.23614375038339,0.841584909163339
GA209,2.23988662423244,-4.27582839721507,2.2495585950468
GT112,5.22255053835789,-2.40397924062285,3.12649433112346
H105W,-14.5140022693693,-0.451046781980643,-21.260117805434
H49,1.27676801731283,-5.06181709691657,1.35182448776745
H84,-9.85247554230238,-0.417093451877155,2.51702050196609
H91,-22.6986307405132,0.656374845255103,-27.5792574933562
H95,-0.0236084632201533,-9.88661451101261,4.87162485815415
H99,2.03811442381732,-5.66070817376677,3.06841115149771
HI27,3.50702469272975,6.36863357718981,-9.7058956539274
HP301,2.62603417502003,-7.18168790329142,7.74281551991552
HY,-7.8168611425041,-1.10831600959378,1.78370451017373
I137TN,5.86386720247364,0.965879658473558,0.6812850441887
I205,-4.14528908988138,-2.9673778986249,-0.463171048535863
I29,1.23248592800251,-2.855793064186,1.90868815562686
IA2132,-1.25350637741697,-11.4497375807104,4.01414404722778
IA5125,0.265276423401955,-9.62762585317232,2.02842663263578
IDS28,0.900186935226421,-5.29846003630281,3.40141503767983
IDS69,1.25953191708432,-6.99022085990936,8.54371772480039
IDS91,2.51290104381894,-6.69713208432773,8.43427350537526
IL101,-1.72590543353578,-13.4909756590849,2.2637901820576
IL14H,-1.64789036260433,-14.0233640325337,3.68747020923747
IL677A,-1.62846597899886,-11.9527104378416,3.28156287092037
K148,1.81139774429546,-3.75531262361536,0.624972910695426
K4,1.07489202417566,-2.85028317262815,1.54893689612552
K55,-1.83609406273321,-2.48111199229779,-0.424992461681028
K64,1.04017158557913,-4.63664362881849,1.30207532260715
KI11,8.19004291803164,6.94674489698426,-1.08450182290057
KI14,11.230680740286,6.90920197849736,-0.00304178852920014
KI2021,10.61937423161,6.16923598848722,0.182176067728953
KI21,6.86217289754932,2.0887674759779,-0.389714328253568
KI3,11.327135331299,9.53916166512425,0.307432116229921
KI43,8.92678123863038,4.8241563764165,0.317438179343602
KI44,9.56025517324335,6.60570687097243,0.641408326211816
KY21,1.1529710550235,-2.2504268311344,-1.55158236491236
KY226,2.75324649387456,0.0346670704613932,1.65732453617876
KY228,1.24333788276803,-4.22171642450399,-1.17012938338012
L317,2.18911888632449,-5.7534851952743,-0.370819795780029
L578,4.43107645138331,0.503081939020769,1.72123027863479
M14,-4.41539618041689,-6.99346836159925,1.28328095368346
M162W,5.00579736928411,-1.96234597317718,0.616703592444368
M37W,6.4840681199987,1.12898044424678,-1.75970145164385
MEF156-55-2,-0.443230623716491,-11.1034238549693,3.52894417000831
MO17,2.22587013360038,-8.95495533152753,1.98257364068081
MO18W,7.03464446136425,3.69787480123035,-2.0957396749469
MO1W,1.71890764772599,-4.84573281667345,-0.441287765235054
MO24W,4.92428806147485,-0.564083871574943,2.8501396656676
MO44,-3.16986205438079,-5.82982048335956,-0.794906639777029
MO45,0.130988906113926,-2.70291019751405,-0.352817654904903
MO46,-1.48920319016215,-1.6578306217839,-4.21569618885812
MO47,0.937772159678722,-2.27464803726035,0.863080508151529
MOG,2.66360617483182,-2.39561922888504,-1.40415203794412
MP339,0.767129891473744,-0.310180990528522,-1.34863205183785
MS1334,2.8503868529459,-4.59184474888102,-0.473126594141565
MS153,-3.30892045098188,-8.62613112067867,0.983733085625782
MS71,-2.70296575923657,-8.22466402976277,0.0604052912138982
MT42,-0.500118231437469,-5.84357990681548,-0.132275939595094
N192,-31.7870025935994,7.63075342138438,1.09326611560841
N28HT,-12.6991389761447,-0.873100362192397,-1.9916217570291
N6,-0.399756001920069,-4.33892382172875,-0.118230969774213
N7A,-8.66781676066726,-3.57933651625885,-5.60708288336302
NC222,1.7159909045196,-1.95470974844844,1.07878633561293
NC230,0.101356013884657,-2.14284138556563,-1.00851242087314
NC232,1.74918526108982,-2.86120713912645,-0.19578841478309
NC236,0.745829869671047,-5.97105268568129,-1.95390331870967
NC238,3.04405484606424,-3.23989992888369,3.24444692557095
NC250,-9.57811252183014,1.78209036412151,6.38532011945456
NC258,4.48948161990142,-10.7103000542877,3.12589442806352
NC260,-1.67483498998806,-5.69544058289346,-0.527854508192064
NC262,5.29483437580925,-10.1420262028836,3.00930157765643
NC264,8.47497236377094,1.31692344257573,-0.38704880974279
NC290A,4.04290371368211,-10.7717305372956,3.35354865748296
NC294,-25.936685999612,11.1450877338749,12.9365076328356
NC296,12.5906159124559,18.4064474158873,-0.670433966301841
NC296A,13.0265934493806,18.228496571108,-0.619630421870174
NC298,13.4660690017854,17.119982318906,-1.51956921592391
NC300,11.4175057876856,11.9863257948396,0.601831075806358
NC302,11.2450640147439,14.8119440464563,-0.114122318423673
NC304,10.8998289187197,14.1374488461407,-0.781275709514192
NC306,-27.025737102587,12.3864660993029,13.0535996270887
NC310,-34.8986464781596,15.3163169606308,10.5853711857006
NC314,-20.0937876801117,9.54070320587629,9.911625139728
NC318,6.55764577094658,0.5523687909081,0.255839220499971
NC320,7.78305529022808,0.904731576950049,-0.283901886660336
NC324,-20.2069776765798,9.7885274860562,10.7739495210851
NC326,-37.175211399462,16.2275419627036,12.1639448882917
NC328,-35.3440405634473,16.6507964422771,12.7423604252236
NC33,2.06374672755838,-2.95014390155969,1.43975736005353
NC336,13.8509325462423,17.9157500284053,-1.39751550900014
NC338,12.3361636135231,13.6479653514829,-1.06248811579744
NC340,11.3228701573452,12.2827700082824,-0.0600199066043961
NC342,-2.62592055699761,-3.77712003528306,3.59654761721777
NC344,4.80833965788291,-10.7679806116216,3.23296199659251
NC346,12.6905951080156,17.01988598074,-0.59975498206817
NC348,13.540395421048,16.726947671009,-0.417194222199492
NC350,11.8167879384996,13.5412787187543,-1.27304150837506
NC352,13.777103586406,17.621793625433,-1.61066192726579
NC354,12.7391685897863,15.6022731017842,-0.102985307487879
NC356,10.595406659817,8.85262835312289,-2.10117342489416
NC358,10.2814628045532,10.5487910465872,-1.74026128873655
NC360,7.21227873363382,-0.318478305328885,1.2392376283067
NC362,6.54981622736465,-4.57022346181443,1.81691099162623
NC364,6.79190162993387,-4.72036027413624,1.78721670478076
NC366,7.61985951577463,1.16335480011901,2.90931366521715
NC368,-24.460142661428,10.8672042959342,9.92196811824003
ND246,1.6884223440482,-5.84032894232356,0.50895241014486
OH40B,0.279656409920802,-14.0765897062863,4.73431504407453
OH43,-1.39155567711353,-16.0248103754817,6.55068219667973
OH43E,-0.54635250488187,-14.8242812619864,7.32274462038602
OH603,0.951601582533502,-3.45264595864738,1.97890976183579
OH7B,-3.67443560799565,-5.16014642159739,-5.59860258488915
OS420,-4.18749980072033,-7.73933724554364,1.95145267277409
P39,-0.550909418260956,-16.1134126753541,3.59947316737202
PA762,-0.0543523493672259,-15.3863360401829,6.20986082655525
PA875,-0.184469234750844,-2.73006124123068,1.9456483706783
PA880,0.992710525920246,-4.55249896381619,2.68467558474269
PA91,0.0573447425595156,-10.5024340016034,2.22952086548175
R109B,-3.85177896617808,-2.30840953649308,0.983670282129235
R168,-1.8851947206643,-8.33032093058583,-0.0650239939670937
R177,-1.16012367777989,-8.96244980317764,1.38702478778141
R229,-31.7085683568659,17.0285742383568,11.0660419656303
R4,-3.82498417705607,-5.03966578521455,-0.518628763037953
SA24,0.60064052553802,-5.86471900427155,6.81609642985951
SC213R,5.2182870275116,-1.30980078074313,3.00632545091623
SC357,4.16222055363862,-1.51888420592894,1.30416361225693
SC55,6.1975813922194,-2.41664785360697,1.96480254786779
SD40,-4.65254524034938,-1.93526013285216,-8.40320201764447
SD44,0.921382887313807,-4.27190046817227,2.1258019395218
SG1533,2.66921763145083,-4.90118166389345,5.84771559507323
SG18,-0.108324726932091,-3.60939804261381,5.42134671973087
T232,0.565548099994773,-2.34059694642213,-1.46324058183728
T234,0.340906797989464,-2.59307331929732,-1.63254236764315
T8,1.94675371610342,-3.49148167721038,1.45406404307957
TX303,5.0601524554303,2.88141781611465,0.205356949030102
TX601,9.34977624381254,7.28806255551485,-0.0129964756154954
TZI10,9.91770097518923,7.06342927781142,-3.18142592177967
TZI11,6.62954347682127,4.68393969936344,-0.146437404714097
TZI16,1.735635280801,3.7831756492192,-0.775961026083855
TZI18,9.14600793562705,7.4974628250427,-1.190996118527
TZI25,-4.31489888710663,8.61418156191059,0.367341731073128
TZI8,10.5446318111923,7.89578839139874,0.255211849190559
TZI9,9.18957737194709,6.60890641542777,-2.44816687874218
U267Y,4.56303818180485,0.820755452836014,0.241671695761328
VA102,2.47555580455973,-5.96680877896042,3.88554845806117
VA14,1.26098312058082,-6.47520853404941,1.88113547083823
VA17,-0.660076010900129,-5.57547775595569,2.322339168019
VA22,1.28512119596432,-4.93418986060041,2.77325332090561
VA26,-0.574225102188858,-10.8178501407983,4.77763435489058
VA35,1.54580608450623,-6.02395651851617,2.24927624751844
VA59,3.3399074410265,-7.52953197456681,4.51509779884783
VA85,0.195626972035293,-9.73578750569193,2.41106755217495
VA99,-3.15086261055364,-7.66575801916929,-2.92742587128515
VAW6,1.06550333921627,-2.75211281581078,-0.229925709248797
W117HT,1.67612097301792,-3.59120135367515,0.344696139375894
W153R,0.216671996970847,-5.77300454169192,1.04473274796862
W182B,0.0698430656925139,-7.61007894894843,1.97459166642557
W22,-2.44901434789032,-6.81279900429978,0.89009223218413
W22R-RSTD,-2.35411154632002,-6.01948383925696,0.499779496374182
W64A,-2.10089598285413,-5.06899657242578,0.641425212979826
WD,0.102698213323005,-4.03030702536961,2.5301854708469
WF9,-1.46055089690591,-7.41213653930912,1.25561703163501
YU796NS,1.11950110114751,-7.07348285999889,3.002975120646
